pse_id,time_id,reg_id
2001,41,207
2001,42,231
2001,43,169
2001,44,273
2001,45,137
2001,46,110
2001,47,108
2001,48,176
2001,49,145
2001,50,146
2001,51,208
2001,52,210
2001,53,242
2001,54,243
2001,55,277
2001,56,273
2001,57,241
2001,58,212
2001,59,112
2001,60,145
2001,61,12
2001,62,232
2001,63,333
2001,64,392
2001,65,273
2001,66,242
2001,67,175
2001,68,204
2001,69,45
2001,70,176
2001,71,210
2001,72,107
2001,73,139
2001,74,163
2001,75,356
2001,76,488
2001,77,777
2001,78,681
2001,79,520
2001,80,649
2002,41,635
2002,42,283
2002,43,535
2002,44,532
2002,45,591
2002,46,622
2002,47,624
2002,48,592
2002,49,623
2002,50,593
2002,51,562
2002,52,625
2002,53,563
2002,54,617
2002,55,592
2002,56,621
2002,57,621
2002,58,649
2002,59,683
2002,60,713
2002,61,569
2002,62,381
2002,63,537
2002,64,638
2002,65,573
2002,66,605
2002,67,606
2002,68,606
2002,69,607
2002,70,571
2002,71,539
2002,72,575
2002,73,606
2002,74,639
2002,75,475
2002,76,541
2002,77,574
2002,78,538
2002,79,542
2002,80,478
2003,41,328
2003,42,297
2003,43,164
2003,44,130
2003,45,131
2003,46,135
2003,47,196
2003,48,164
2003,49,131
2003,50,163
2003,51,131
2003,52,130
2003,53,131
2003,54,162
2003,55,162
2003,56,196
2003,57,196
2003,58,165
2003,59,195
2003,60,131
2003,61,328
2003,62,141
2003,63,165
2003,64,165
2003,65,168
2003,66,136
2003,67,168
2003,68,197
2003,69,165
2003,70,165
2003,71,132
2003,72,196
2003,73,133
2003,74,163
2003,75,164
2003,76,164
2003,77,197
2003,78,360
2003,79,391
2003,80,197
2004,41,264
2004,42,163
2004,43,131
2004,44,323
2004,45,425
2004,46,580
2004,47,580
2004,48,356
2004,49,323
2004,50,236
2004,51,299
2004,52,232
2004,53,437
2004,54,437
2004,55,278
2004,56,349
2004,57,349
2004,58,312
2004,59,346
2004,60,442
2004,61,131
2004,62,422
2004,63,354
2004,64,385
2004,65,259
2004,66,162
2004,67,35
2004,68,2
2004,69,3
2004,70,2
2004,71,2
2004,72,3
2004,73,35
2004,74,36
2004,75,306
2004,76,236
2004,77,233
2004,78,238
2004,79,169
2004,80,3
2005,41,527
2005,42,527
2005,43,785
2005,44,761
2005,45,662
2005,46,694
2005,47,731
2005,48,731
2005,49,731
2005,50,761
2005,51,722
2005,52,784
2005,53,816
2005,54,722
2005,55,727
2005,56,596
2005,57,851
2005,58,565
2005,59,661
2005,60,598
2005,61,537
2005,62,406
2005,63,438
2005,64,438
2005,65,373
2005,66,565
2005,67,534
2005,68,565
2005,69,692
2005,70,596
2005,71,565
2005,72,628
2005,73,878
2005,74,754
2005,75,723
2005,76,692
2005,77,784
2005,78,693
2005,79,693
2005,80,532
2006,41,235
2006,42,71
2006,43,181
2006,44,181
2006,45,307
2006,46,309
2006,47,235
2006,48,340
2006,49,405
2006,50,374
2006,51,405
2006,52,468
2006,53,493
2006,54,468
2006,55,530
2006,56,630
2006,57,503
2006,58,311
2006,59,438
2006,60,408
2006,61,499
2006,62,336
2006,63,432
2006,64,440
2006,65,279
2006,66,382
2006,67,416
2006,68,380
2006,69,382
2006,70,348
2006,71,315
2006,72,377
2006,73,344
2006,74,345
2006,75,344
2006,76,275
2006,77,277
2006,78,267
2006,79,236
2006,80,104
2007,41,659
2007,42,561
2007,43,505
2007,44,634
2007,45,602
2007,46,604
2007,47,575
2007,48,600
2007,49,476
2007,50,410
2007,51,442
2007,52,442
2007,53,633
2007,54,633
2007,55,504
2007,56,596
2007,57,627
2007,58,717
2007,59,684
2007,60,712
2007,61,903
2007,62,551
2007,63,713
2007,64,616
2007,65,648
2007,66,487
2007,67,455
2007,68,455
2007,69,420
2007,70,421
2007,71,390
2007,72,584
2007,73,519
2007,74,649
2007,75,648
2007,76,621
2007,77,616
2007,78,649
2007,79,777
2007,80,744
2008,41,114
2008,42,171
2008,43,342
2008,44,312
2008,45,441
2008,46,477
2008,47,445
2008,48,477
2008,49,478
2008,50,640
2008,51,542
2008,52,469
2008,53,433
2008,54,428
2008,55,301
2008,56,267
2008,57,202
2008,58,103
2008,59,40
2008,60,104
2008,61,140
2008,62,137
2008,63,109
2008,64,106
2008,65,106
2008,66,270
2008,67,210
2008,68,240
2008,69,305
2008,70,343
2008,71,310
2008,72,375
2008,73,345
2008,74,478
2008,75,479
2008,76,479
2008,77,479
2008,78,478
2008,79,509
2008,80,478
2009,41,198
