pse_id,time_id,reg_id
2001,41,972
2001,42,307
2001,43,200
2001,44,327
2001,45,633
2001,46,167
2001,47,264
2001,48,297
2001,49,436
2001,50,167
2001,51,40
2001,52,69
2001,53,72
2001,54,39
2001,55,39
2001,56,73
2001,57,457
2001,58,500
2001,59,246
2001,60,246
2001,61,383
2001,62,39
2001,63,102
2001,64,317
2001,65,264
2001,66,167
2001,67,905
2001,68,68
2001,69,635
2001,70,270
2001,71,718
2001,72,303
2001,73,359
2001,74,359
2001,75,295
2001,76,296
2001,77,424
2001,78,429
2001,79,429
2001,80,427
2002,41,358
2002,42,206
2002,43,875
2002,44,681
2002,45,142
2002,46,882
2002,47,165
2002,48,972
2002,49,251
2002,50,951
2002,51,1004
2002,52,61
2002,53,378
2002,54,849
2002,55,756
2002,56,756
2002,57,880
2002,58,567
2002,59,535
2002,60,536
2002,61,22
2002,62,472
2002,63,966
2002,64,837
2002,65,805
2002,66,868
2002,67,968
2002,68,966
2002,69,899
2002,70,1004
2002,71,1001
2002,72,848
2002,73,357
2002,74,940
2002,75,908
2002,76,905
2002,77,777
2002,78,905
2002,79,616
2002,80,777
2003,41,211
2003,42,653
2003,43,703
2003,44,442
2003,45,506
2003,46,570
2003,47,863
2003,48,895
2003,49,797
2003,50,667
2003,51,752
2003,52,733
2003,53,372
2003,54,701
2003,55,691
2003,56,536
2003,57,862
2003,58,429
2003,59,1024
2003,60,140
2003,61,332
2003,62,276
2003,63,797
2003,64,907
2003,65,634
2003,66,597
2003,67,626
2003,68,536
2003,69,630
2003,70,536
2003,71,598
2003,72,598
2003,73,345
2003,74,405
2003,75,435
2003,76,499
2003,77,530
2003,78,528
2003,79,558
2003,80,558
2004,41,846
2004,42,285
2004,43,275
2004,44,87
2004,45,33
2004,46,276
2004,47,275
2004,48,309
2004,49,375
2004,50,343
2004,51,501
2004,52,1017
2004,53,245
2004,54,433
2004,55,343
2004,56,215
2004,57,53
2004,58,118
2004,59,55
2004,60,86
2004,61,533
2004,62,342
2004,63,374
2004,64,471
2004,65,215
2004,66,828
2004,67,826
2004,68,399
2004,69,277
2004,70,169
2004,71,203
2004,72,37
2004,73,235
2004,74,321
2004,75,140
2004,76,141
2004,77,451
2004,78,743
2004,79,103
2004,80,203
2005,41,891
2005,42,561
2005,43,74
2005,44,9
2005,45,5
2005,46,98
2005,47,917
2005,48,163
2005,49,354
2005,50,227
2005,51,385
2005,52,354
2005,53,323
2005,54,323
2005,55,227
2005,56,948
2005,57,67
2005,58,67
2005,59,100
2005,60,2
2005,61,247
2005,62,819
2005,63,140
2005,64,74
2005,65,66
2005,66,101
2005,67,101
2005,68,100
2005,69,67
2005,70,2
2005,71,130
2005,72,435
2005,73,70
2005,74,108
2005,75,108
2005,76,555
2005,77,929
2005,78,753
2005,79,206
2005,80,236
2006,41,30
2006,42,459
2006,43,109
2006,44,261
2006,45,554
2006,46,644
2006,47,183
2006,48,935
2006,49,445
2006,50,167
2006,51,40
2006,52,40
2006,53,231
2006,54,110
2006,55,112
2006,56,112
2006,57,48
2006,58,73
2006,59,73
2006,60,76
2006,61,1016
2006,62,783
2006,63,200
2006,64,167
2006,65,295
2006,66,295
2006,67,552
2006,68,809
2006,69,713
2006,70,678
2006,71,677
2006,72,676
2006,73,676
2006,74,707
2006,75,739
2006,76,707
2006,77,577
2006,78,706
2006,79,775
2006,80,745
2007,41,844
2007,42,187
2007,43,350
2007,44,110
2007,45,209
2007,46,242
2007,47,779
2007,48,177
2007,49,178
2007,50,181
2007,51,176
2007,52,177
2007,53,48
2007,54,112
2007,55,644
2007,56,197
2007,57,439
2007,58,699
2007,59,194
2007,60,655
2007,61,490
2007,62,381
2007,63,753
2007,64,82
2007,65,179
2007,66,245
2007,67,245
2007,68,211
2007,69,112
2007,70,144
2007,71,50
2007,72,74
2007,73,34
2007,74,101
2007,75,164
2007,76,133
2007,77,101
2007,78,101
2007,79,132
2007,80,37
2008,41,800
2008,42,992
2008,43,343
2008,44,597
2008,45,453
2008,46,402
2008,47,202
2008,48,273
2008,49,267
2008,50,236
2008,51,168
2008,52,165
2008,53,161
2008,54,859
2008,55,471
2008,56,428
2008,57,421
2008,58,577
2008,59,449
2008,60,449
2008,61,374
2008,62,734
2008,63,923
2008,64,642
2008,65,943
2008,66,513
2008,67,514
2008,68,481
2008,69,206
2008,70,891
2008,71,513
2008,72,450
2008,73,366
2008,74,443
2008,75,640
2008,76,343
2008,77,474
2008,78,476
2008,79,427
2008,80,336
2009,41,40
2009,42,17
2009,43,596
2009,44,633
2009,45,535
2009,46,630
2009,47,785
2009,48,787
2009,49,910
2009,50,818
2009,51,149
2009,52,890
2009,53,783
2009,54,417
2009,55,823
2009,56,856
2009,57,854
2009,58,821
2009,59,42
2009,60,886
2009,61,283
2009,62,659
2009,63,299
2009,64,138
2009,65,143
2009,66,244
2009,67,109
2009,68,142
2009,69,1010
2009,70,78
2009,71,596
2009,72,37
2009,73,281
2009,74,47
2009,75,296
2009,76,49
2009,77,49
2009,78,704
2009,79,74
2009,80,72
2010,41,982
2010,42,367
2010,43,291
2010,44,131
2010,45,227
2010,46,400
2010,47,358
2010,48,326
2010,49,325
2010,50,361
2010,51,357
2010,52,356
2010,53,1021
2010,54,168
2010,55,102
2010,56,1
2010,57,134
2010,58,696
2010,59,472
2010,60,327
2010,61,114
2010,62,451
2010,63,204
2010,64,271
2010,65,295
2010,66,552
2010,67,809
2010,68,681
2010,69,776
2010,70,712
2010,71,552
2010,72,488
2010,73,619
2010,74,619
2010,75,678
2010,76,809
2010,77,968
2010,78,905
2010,79,935
2010,80,905
2011,41,847
2011,42,193
2011,43,103
2011,44,8
2011,45,7
2011,46,203
2011,47,267
2011,48,594
2011,49,105
2011,50,298
2011,51,245
2011,52,298
2011,53,170
2011,54,323
2011,55,421
2011,56,289
2011,57,354
2011,58,356
2011,59,257
2011,60,356
2011,61,867
2011,62,175
2011,63,309
2011,64,309
2011,65,374
2011,66,506
2011,67,506
2011,68,703
2011,69,830
2011,70,830
2011,71,832
2011,72,570
2011,73,506
2011,74,509
2011,75,477
2011,76,634
2011,77,570
2011,78,992
2011,79,798
2011,80,765
2012,41,878
2012,42,101
2012,43,171
2012,44,737
2012,45,84
2012,46,409
2012,47,378
2012,48,441
2012,49,344
2012,50,344
2012,51,409
2012,52,478
2012,53,480
2012,54,542
2012,55,20
2012,56,313
2012,57,248
2012,58,470
2012,59,467
2012,60,422
2012,61,995
2012,62,254
2012,63,1002
2012,64,478
2012,65,700
2012,66,179
2012,67,50
2012,68,717
2012,69,137
2012,70,167
2012,71,167
2012,72,8
2012,73,109
2012,74,107
2012,75,109
2012,76,522
2012,77,545
2012,78,951
2012,79,867
2012,80,732
2013,41,274
2013,42,140
2013,43,122
2013,44,183
2013,45,182
2013,46,182
2013,47,213
2013,48,115
2013,49,19
2013,50,48
2013,51,82
2013,52,210
2013,53,176
2013,54,112
2013,55,113
2013,56,48
2013,57,79
2013,58,242
2013,59,334
2013,60,176
2013,61,879
2013,62,605
2013,63,63
2013,64,216
2013,65,122
2013,66,60
2013,67,153
2013,68,184
2013,69,185
2013,70,246
2013,71,471
2013,72,408
2013,73,237
2013,74,342
2013,75,244
2013,76,213
2013,77,437
2013,78,502
2013,79,433
2013,80,402
2014,41,727
2014,42,285
2014,43,600
2014,44,596
2014,45,533
2014,46,216
2014,47,9
2014,48,469
2014,49,660
2014,50,644
2014,51,409
2014,52,374
2014,53,408
2014,54,472
2014,55,473
2014,56,538
2014,57,376
2014,58,538
2014,59,540
2014,60,603
2014,61,876
2014,62,772
2014,63,379
2014,64,564
2014,65,596
2014,66,536
2014,67,630
2014,68,536
2014,69,566
2014,70,1004
2014,71,662
2014,72,199
2014,73,439
2014,74,439
2014,75,472
2014,76,441
2014,77,505
2014,78,448
2014,79,783
2014,80,101
2015,41,682
2015,42,80
2015,43,106
2015,44,52
2015,45,876
2015,46,673
2015,47,277
2015,48,244
2015,49,244
2015,50,18
2015,51,146
2015,52,113
2015,53,114
2015,54,709
2015,55,356
2015,56,112
2015,57,115
2015,58,85
2015,59,85
2015,60,182
2015,61,582
2015,62,883
2015,63,276
2015,64,246
2015,65,983
2015,66,807
2015,67,501
2015,68,974
2015,69,374
2015,70,276
2015,71,374
2015,72,520
2015,73,309
2015,74,364
2015,75,396
2015,76,365
2015,77,361
2015,78,394
2015,79,394
2015,80,276
2016,41,741
2016,42,823
2016,43,125
2016,44,157
2016,45,223
2016,46,222
2016,47,189
2016,48,283
2016,49,284
2016,50,280
2016,51,183
2016,52,318
2016,53,375
2016,54,444
2016,55,438
2016,56,475
2016,57,575
2016,58,505
2016,59,505
2016,60,505
2016,61,512
2016,62,579
2016,63,444
2016,64,584
2016,65,313
2016,66,601
2016,67,507
2016,68,123
2016,69,176
2016,70,473
2016,71,439
2016,72,49
2016,73,248
2016,74,470
2016,75,504
2016,76,348
2016,77,348
2016,78,346
2016,79,848
2016,80,286
2017,41,854
2017,42,697
2017,43,609
2017,44,676
2017,45,707
2017,46,854
2017,47,469
2017,48,61
2017,49,675
2017,50,769
2017,51,707
2017,52,740
2017,53,769
2017,54,513
2017,55,10
2017,56,857
2017,57,32
2017,58,826
2017,59,358
2017,60,333
2017,61,953
2017,62,367
2017,63,742
2017,64,19
2017,65,297
2017,66,194
2017,67,128
2017,68,529
2017,69,742
2017,70,587
2017,71,839
2017,72,545
2017,73,389
2017,74,422
2017,75,392
2017,76,394
2017,77,395
2017,78,425
2017,79,366
2017,80,297
2018,41,612
2018,42,102
2018,43,257
2018,44,356
2018,45,163
2018,46,194
2018,47,161
2018,48,164
2018,49,133
2018,50,161
2018,51,162
2018,52,104
2018,53,363
2018,54,206
2018,55,141
2018,56,173
2018,57,363
2018,58,296
2018,59,265
2018,60,305
2018,61,713
2018,62,59
2018,63,905
2018,64,713
2018,65,488
2018,66,430
2018,67,426
2018,68,390
2018,69,452
2018,70,513
2018,71,322
2018,72,493
2018,73,426
2018,74,426
2018,75,366
2018,76,390
2018,77,481
2018,78,389
2018,79,451
2018,80,452
2019,41,308
2019,42,755
2019,43,395
2019,44,390
2019,45,359
2019,46,359
2019,47,232
2019,48,326
2019,49,426
2019,50,362
2019,51,366
2019,52,432
2019,53,398
2019,54,429
2019,55,422
2019,56,420
2019,57,420
2019,58,746
2019,59,553
2019,60,398
2019,61,370
2019,62,933
2019,63,455
2019,64,455
2019,65,424
2019,66,424
2019,67,290
2019,68,422
2019,69,422
2019,70,423
2019,71,61
2019,72,423
2019,73,485
2019,74,454
2019,75,485
2019,76,453
2019,77,487
2019,78,488
2019,79,425
2019,80,925
2020,41,656
2020,42,897
2020,43,966
2020,44,966
2020,45,813
2020,46,719
2020,47,625
2020,48,25
2020,49,46
2020,50,619
2020,51,508
2020,52,555
2020,53,785
2020,54,687
2020,55,557
2020,56,557
2020,57,42
2020,58,56
2020,59,611
2020,60,613
2020,61,714
2020,62,527
2020,63,657
2020,64,625
2020,65,657
2020,66,561
2020,67,528
2020,68,650
2020,69,488
2020,70,719
2020,71,905
2020,72,842
2020,73,842
2020,74,840
2020,75,806
2020,76,706
2020,77,545
2020,78,642
2020,79,737
2020,80,610
2021,41,309
2021,42,573
2021,43,232
2021,44,466
2021,45,477
2021,46,477
2021,47,708
2021,48,480
2021,49,479
2021,50,479
2021,51,672
2021,52,607
2021,53,575
2021,54,603
2021,55,604
2021,56,639
2021,57,640
2021,58,134
2021,59,475
2021,60,40
2021,61,387
2021,62,110
2021,63,73
2021,64,105
2021,65,137
2021,66,135
2021,67,71
2021,68,202
2021,69,3
2021,70,37
2021,71,36
2021,72,70
2021,73,271
2021,74,137
2021,75,132
2021,76,36
2021,77,102
2021,78,102
2021,79,101
2021,80,69
2022,41,780
2022,42,219
2022,43,594
2022,44,568
2022,45,600
2022,46,567
2022,47,568
2022,48,657
2022,49,812
2022,50,875
2022,51,843
2022,52,745
2022,53,941
2022,54,1007
2022,55,974
2022,56,33
2022,57,111
2022,58,1003
2022,59,688
2022,60,942
2022,61,730
2022,62,954
2022,63,719
2022,64,687
2022,65,813
2022,66,936
2022,67,745
2022,68,840
2022,69,966
2022,70,998
2022,71,903
2022,72,908
2022,73,940
2022,74,1004
2022,75,941
2022,76,1003
2022,77,681
2022,78,681
2022,79,842
2022,80,936
2023,41,834
2023,42,378
2023,43,19
2023,44,834
2023,45,83
2023,46,264
2023,47,350
2023,48,1024
2023,49,18
2023,50,18
2023,51,591
2023,52,911
2023,53,74
2023,54,147
2023,55,212
2023,56,277
2023,57,113
2023,58,966
2023,59,518
2023,60,599
