pse_id,time_id,reg_id
2001,41,207
2001,42,207
2001,43,47
2001,44,47
2001,45,47
2001,46,46
2001,47,50
2001,48,82
2001,49,51
2001,50,51
2001,51,50
2001,52,50
2001,53,50
2001,54,46
2001,55,50
2001,56,50
2001,57,50
2001,58,83
2001,59,42
2001,60,42
2001,61,207
2001,62,34
2001,63,70
2001,64,171
2001,65,34
2001,66,35
2001,67,34
2001,68,291
2001,69,322
2001,70,34
2001,71,43
2001,72,43
2001,73,34
2001,74,34
2001,75,42
2001,76,42
2001,77,70
2001,78,171
2001,79,171
2001,80,171
2002,41,219
2002,42,338
2002,43,311
2002,44,178
2002,45,179
2002,46,339
2002,47,178
2002,48,303
2002,49,202
2002,50,203
2002,51,295
2002,52,162
2002,53,35
2002,54,295
2002,55,294
2002,56,295
2002,57,166
2002,58,294
2002,59,294
2002,60,70
2002,61,58
2002,62,219
2002,63,182
2002,64,219
2002,65,218
2002,66,346
2002,67,182
2002,68,214
2002,69,342
2002,70,439
2002,71,343
2002,72,346
2002,73,218
2002,74,183
2002,75,219
2002,76,219
2002,77,223
2002,78,94
2002,79,58
2002,80,59
2003,41,219
2003,42,218
2003,43,50
2003,44,346
2003,45,346
2003,46,182
2003,47,343
2003,48,311
2003,49,438
2003,50,438
2003,51,471
2003,52,471
2003,53,438
2003,54,335
2003,55,335
2003,56,207
2003,57,450
2003,58,418
2003,59,451
2003,60,451
2003,61,346
2003,62,1
2003,63,603
2003,64,603
2003,65,475
2003,66,475
2003,67,862
2003,68,603
2003,69,475
2003,70,475
2003,71,603
2003,72,766
2003,73,862
2003,74,734
2003,75,1
2003,76,1
2003,77,1
2003,78,1
2003,79,1
2003,80,1
2004,41,338
2004,42,310
2004,43,510
2004,44,474
2004,45,475
2004,46,603
2004,47,603
2004,48,698
2004,49,603
2004,50,603
2004,51,603
2004,52,510
2004,53,607
2004,54,603
2004,55,475
2004,56,603
2004,57,603
2004,58,603
2004,59,603
2004,60,475
2004,61,338
2004,62,302
2004,63,170
2004,64,311
2004,65,307
2004,66,303
2004,67,303
2004,68,303
2004,69,430
2004,70,426
2004,71,303
2004,72,302
2004,73,461
2004,74,434
2004,75,558
2004,76,426
2004,77,458
2004,78,462
2004,79,558
2004,80,590
2005,41,207
2005,42,79
2005,43,47
2005,44,47
2005,45,47
2005,46,42
2005,47,43
2005,48,46
2005,49,47
2005,50,203
2005,51,202
2005,52,43
2005,53,202
2005,54,331
2005,55,171
2005,56,203
2005,57,203
2005,58,171
2005,59,203
2005,60,207
2005,61,207
2005,62,43
2005,63,42
2005,64,43
2005,65,207
2005,66,38
2005,67,74
2005,68,46
2005,69,42
2005,70,203
2005,71,171
2005,72,330
2005,73,203
2005,74,299
2005,75,458
2005,76,430
2005,77,331
2005,78,171
2005,79,42
2005,80,42
2006,41,302
2006,42,310
2006,43,434
2006,44,466
2006,45,439
2006,46,303
2006,47,303
2006,48,311
2006,49,183
2006,50,346
2006,51,1
2006,52,1
2006,53,383
2006,54,351
2006,55,222
2006,56,1
2006,57,1
2006,58,1
2006,59,346
2006,60,218
2006,61,422
2006,62,422
2006,63,339
2006,64,422
2006,65,303
