pse_id,time_id,reg_id
2001,41,250
2001,42,212
2001,43,143
2001,44,176
2001,45,273
2001,46,213
2001,47,183
2001,48,212
2001,49,82
2001,50,115
2001,51,211
2001,52,210
2001,53,176
2001,54,212
2001,55,180
2001,56,214
2001,57,505
2001,58,535
2001,59,603
2001,60,604
2001,61,249
2001,62,154
2001,63,22
2001,64,54
2001,65,22
2001,66,22
2001,67,151
2001,68,150
2001,69,182
2001,70,185
2001,71,122
2001,72,28
2001,73,60
2001,74,90
2001,75,216
2001,76,247
2001,77,280
2001,78,122
2001,79,184
2001,80,93
2002,41,911
2002,42,940
2002,43,940
2002,44,908
2002,45,879
2002,46,879
2002,47,941
2002,48,911
2002,49,1002
2002,50,1003
2002,51,880
2002,52,941
2002,53,941
2002,54,1007
2002,55,974
2002,56,974
2002,57,786
2002,58,1001
2002,59,1003
2002,60,1003
2002,61,911
2002,62,1006
2002,63,940
2002,64,974
2002,65,848
2002,66,886
2002,67,918
2002,68,755
2002,69,660
2002,70,596
2002,71,469
2002,72,434
2002,73,426
2002,74,470
2002,75,444
2002,76,575
2002,77,475
2002,78,607
2002,79,476
2002,80,542
2003,41,558
2003,42,684
2003,43,808
2003,44,616
2003,45,456
2003,46,584
2003,47,781
2003,48,595
2003,49,621
2003,50,653
2003,51,557
2003,52,555
2003,53,522
2003,54,492
2003,55,494
2003,56,558
2003,57,593
2003,58,809
2003,59,682
2003,60,743
2003,61,558
2003,62,649
2003,63,616
2003,64,611
2003,65,616
2003,66,777
2003,67,941
2003,68,974
2003,69,941
2003,70,741
2003,71,809
2003,72,609
2003,73,678
2003,74,709
2003,75,709
2003,76,613
2003,77,616
2003,78,717
2003,79,683
2003,80,589
2004,41,72
2004,42,72
2004,43,108
2004,44,71
2004,45,71
2004,46,40
2004,47,40
2004,48,40
2004,49,40
2004,50,71
2004,51,40
2004,52,40
2004,53,71
2004,54,76
2004,55,73
2004,56,73
2004,57,74
2004,58,76
2004,59,74
2004,60,41
2004,61,108
2004,62,71
2004,63,40
2004,64,71
2004,65,73
2004,66,108
2004,67,74
2004,68,112
2004,69,82
2004,70,51
2004,71,51
2004,72,115
2004,73,182
2004,74,211
2004,75,79
2004,76,115
