user_id,time_id,reg_id
1,1,212
1,2,433
1,3,429
1,4,389
1,5,417
1,6,355
1,7,323
1,8,355
1,9,385
1,10,291
1,11,35
1,12,166
1,13,296
1,14,167
1,15,131
1,16,35
1,17,132
1,18,100
1,19,5
1,20,69
1,21,213
1,22,342
1,23,309
1,24,375
1,25,440
1,26,470
1,27,468
1,28,423
1,29,418
1,30,481
1,31,290
1,32,456
1,33,520
1,34,646
1,35,677
1,36,737
1,37,622
1,38,530
1,39,398
1,40,464
2,1,109
2,2,75
2,3,109
2,4,7
2,5,134
2,6,71
2,7,101
2,8,69
2,9,69
2,10,101
2,11,67
2,12,132
2,13,163
2,14,161
2,15,161
2,16,165
2,17,163
2,18,100
2,19,68
2,20,67
2,21,109
2,22,109
2,23,79
2,24,74
2,25,74
2,26,108
2,27,108
2,28,107
2,29,109
2,30,71
2,31,71
2,32,73
2,33,73
2,34,73
2,35,110
2,36,106
2,37,106
2,38,74
2,39,72
2,40,139
3,1,431
3,2,422
3,3,323
3,4,359
3,5,470
3,6,470
3,7,528
3,8,592
3,9,621
3,10,593
3,11,464
3,12,300
3,13,237
3,14,277
3,15,338
3,16,396
3,17,434
3,18,307
3,19,306
3,20,104
3,21,431
3,22,468
3,23,566
3,24,627
3,25,278
3,26,243
3,27,369
3,28,243
3,29,337
3,30,243
3,31,403
3,32,432
3,33,422
3,34,396
3,35,493
3,36,556
3,37,647
3,38,612
3,39,644
3,40,647
4,1,227
4,2,163
4,3,166
4,4,162
4,5,166
4,6,162
4,7,162
4,8,164
4,9,164
4,10,2
4,11,1
4,12,37
4,13,2
4,14,3
4,15,102
4,16,276
4,17,276
4,18,216
4,19,184
4,20,153
4,21,227
4,22,291
4,23,322
4,24,323
4,25,163
4,26,161
4,27,422
4,28,385
4,29,385
4,30,323
4,31,356
4,32,289
4,33,356
4,34,225
4,35,227
4,36,227
4,37,163
4,38,69
4,39,169
4,40,227
5,1,517
5,2,484
5,3,453
5,4,484
5,5,487
5,6,421
5,7,421
5,8,421
5,9,485
5,10,487
5,11,485
5,12,517
5,13,454
5,14,454
5,15,454
5,16,455
5,17,454
5,18,485
5,19,485
5,20,453
5,21,517
5,22,454
5,23,454
5,24,455
5,25,455
5,26,485
5,27,485
5,28,487
5,29,487
5,30,454
5,31,455
5,32,453
5,33,417
5,34,385
5,35,577
5,36,418
5,37,449
5,38,513
5,39,805
5,40,808
6,1,82
6,2,81
6,3,146
6,4,82
6,5,147
6,6,18
6,7,18
6,8,146
6,9,113
6,10,112
6,11,80
6,12,48
6,13,144
6,14,112
6,15,79
6,16,80
6,17,16
6,18,146
6,19,178
6,20,178
6,21,449
6,22,449
6,23,449
6,24,449
6,25,259
6,26,195
6,27,99
6,28,195
6,29,289
6,30,289
6,31,289
6,32,289
6,33,289
6,34,385
6,35,385
6,36,259
6,37,259
6,38,323
6,39,323
6,40,323
7,1,247
7,2,343
7,3,404
7,4,374
7,5,305
7,6,137
7,7,5
7,8,68
7,9,68
7,10,3
7,11,3
7,12,3
7,13,1
7,14,33
7,15,35
7,16,33
7,17,3
7,18,35
7,19,74
7,20,39
7,21,153
7,22,216
7,23,95
7,24,95
7,25,96
7,26,93
7,27,32
7,28,93
7,29,151
7,30,215
7,31,152
7,32,217
7,33,217
7,34,216
7,35,154
7,36,63
7,37,95
7,38,94
7,39,93
7,40,95
8,1,265
8,2,233
8,3,394
8,4,333
8,5,398
8,6,333
8,7,429
8,8,433
8,9,396
8,10,363
8,11,297
8,12,362
8,13,392
8,14,431
8,15,451
8,16,449
8,17,545
8,18,451
8,19,421
8,20,395
8,21,265
8,22,299
8,23,172
8,24,172
8,25,172
8,26,299
8,27,296
8,28,296
8,29,233
8,30,297
8,31,493
8,32,527
8,33,529
8,34,425
8,35,427
8,36,427
8,37,431
8,38,424
8,39,395
8,40,428
9,1,1003
9,2,910
9,3,1006
9,4,1007
9,5,1008
9,6,978
9,7,978
9,8,978
9,9,978
9,10,946
9,11,851
9,12,852
9,13,851
9,14,851
9,15,883
9,16,882
9,17,882
9,18,882
9,19,882
9,20,882
9,21,1003
9,22,1002
9,23,1003
9,24,818
9,25,856
9,26,758
9,27,758
9,28,790
9,29,757
9,30,757
9,31,822
9,32,855
9,33,854
9,34,886
9,35,756
9,36,821
9,37,786
9,38,755
9,39,630
9,40,564
10,1,810
10,2,811
10,3,772
10,4,737
10,5,419
10,6,419
10,7,291
10,8,385
10,9,323
10,10,422
10,11,426
10,12,777
10,13,520
10,14,712
10,15,741
10,16,707
10,17,708
10,18,577
10,19,452
10,20,452
10,21,810
10,22,810
10,23,685
10,24,650
10,25,589
10,26,654
10,27,654
10,28,812
10,29,625
10,30,621
10,31,619
10,32,593
10,33,593
10,34,681
10,35,873
10,36,905
10,37,520
10,38,520
10,39,456
10,40,428
11,1,790
11,2,789
11,3,628
11,4,469
11,5,477
11,6,477
11,7,511
11,8,638
11,9,637
11,10,637
11,11,637
11,12,606
11,13,607
11,14,607
11,15,607
11,16,539
11,17,541
11,18,276
11,19,242
11,20,342
11,21,759
11,22,823
11,23,682
11,24,851
11,25,851
11,26,682
11,27,682
11,28,682
11,29,851
11,30,852
11,31,852
11,32,852
11,33,853
11,34,757
11,35,855
11,36,727
11,37,758
11,38,790
11,39,790
11,40,790
12,1,634
12,2,570
12,3,1024
12,4,830
12,5,960
12,6,830
12,7,832
12,8,960
12,9,825
12,10,832
12,11,832
12,12,765
12,13,505
12,14,537
12,15,537
12,16,537
12,17,537
12,18,537
12,19,667
12,20,474
12,21,633
12,22,664
12,23,695
12,24,665
12,25,634
12,26,798
12,27,441
12,28,473
12,29,567
12,30,505
12,31,700
12,32,825
12,33,825
12,34,793
12,35,794
12,36,700
12,37,635
12,38,732
12,39,703
12,40,599
13,1,595
13,2,627
13,3,567
13,4,598
13,5,632
13,6,632
13,7,762
13,8,441
13,9,443
13,10,506
13,11,507
13,12,507
13,13,507
13,14,537
13,15,575
13,16,474
13,17,506
13,18,536
13,19,473
13,20,509
13,21,595
13,22,595
13,23,600
13,24,529
13,25,529
13,26,564
13,27,633
13,28,632
13,29,536
13,30,596
13,31,687
13,32,528
13,33,530
13,34,627
13,35,600
13,36,598
13,37,594
13,38,594
13,39,596
13,40,567
14,1,647
14,2,647
14,3,584
14,4,681
14,5,743
14,6,774
14,7,423
14,8,322
14,9,162
14,10,199
14,11,162
14,12,132
14,13,227
14,14,488
14,15,456
14,16,456
14,17,681
14,18,391
14,19,520
14,20,808
14,21,609
14,22,609
14,23,580
14,24,609
14,25,548
14,26,612
14,27,517
14,28,517
14,29,453
14,30,486
14,31,454
14,32,518
14,33,683
14,34,717
14,35,920
14,36,920
14,37,763
14,38,793
14,39,597
14,40,533
15,1,135
15,2,134
15,3,327
15,4,134
15,5,165
15,6,165
15,7,199
15,8,135
15,9,359
15,10,167
15,11,103
15,12,102
15,13,271
15,14,236
15,15,305
15,16,305
15,17,244
15,18,342
15,19,304
15,20,173
15,21,199
15,22,137
15,23,170
15,24,104
15,25,270
15,26,306
15,27,138
15,28,138
15,29,169
15,30,137
15,31,172
15,32,173
15,33,103
15,34,137
15,35,102
15,36,102
15,37,232
15,38,295
15,39,422
15,40,422
16,1,422
16,2,520
16,3,456
16,4,488
16,5,552
16,6,520
16,7,391
16,8,585
16,9,618
16,10,584
16,11,649
16,12,586
16,13,587
16,14,618
16,15,525
16,16,681
16,17,745
16,18,396
16,19,422
16,20,422
16,21,422
16,22,167
16,23,232
16,24,295
16,25,713
16,26,520
16,27,584
16,28,586
16,29,487
16,30,552
16,31,617
16,32,618
16,33,618
16,34,498
16,35,530
16,36,528
16,37,557
16,38,520
16,39,424
16,40,525
17,1,115
17,2,20
17,3,116
17,4,149
17,5,184
17,6,20
17,7,50
17,8,146
17,9,49
17,10,115
17,11,18
17,12,18
17,13,146
17,14,179
17,15,50
17,16,145
17,17,52
17,18,84
17,19,110
17,20,182
17,21,149
17,22,212
17,23,273
17,24,337
17,25,243
17,26,310
17,27,344
17,28,309
17,29,314
17,30,313
17,31,224
17,32,189
17,33,157
17,34,250
17,35,315
17,36,224
17,37,157
17,38,281
17,39,281
17,40,246
18,1,504
18,2,569
18,3,599
18,4,601
18,5,535
18,6,441
18,7,345
18,8,249
18,9,216
18,10,346
18,11,338
18,12,276
18,13,376
18,14,472
18,15,468
18,16,365
18,17,527
18,18,532
18,19,428
18,20,584
18,21,504
18,22,568
18,23,473
18,24,471
18,25,378
18,26,315
18,27,315
18,28,732
18,29,699
18,30,667
18,31,992
18,32,863
18,33,765
18,34,733
18,35,732
18,36,794
18,37,763
18,38,732
18,39,634
18,40,569
19,1,421
19,2,295
19,3,390
19,4,385
19,5,259
19,6,385
19,7,418
19,8,545
19,9,513
19,10,429
19,11,474
19,12,542
19,13,509
19,14,411
19,15,343
19,16,276
19,17,306
19,18,434
19,19,468
19,20,428
19,21,18
19,22,142
19,23,209
19,24,209
19,25,103
19,26,237
19,27,270
19,28,271
19,29,306
19,30,499
19,31,375
19,32,410
19,33,672
19,34,672
19,35,731
19,36,762
19,37,762
19,38,731
19,39,702
19,40,672
20,1,218
20,2,216
20,3,151
20,4,49
20,5,48
20,6,110
20,7,44
20,8,78
20,9,144
20,10,211
20,11,181
20,12,143
20,13,210
20,14,143
20,15,176
20,16,140
20,17,138
20,18,2
20,19,2
20,20,36
20,21,250
20,22,157
20,23,189
20,24,189
20,25,156
20,26,219
20,27,218
20,28,94
20,29,94
20,30,94
20,31,60
20,32,155
20,33,155
20,34,155
20,35,156
20,36,189
20,37,156
20,38,282
20,39,313
20,40,184
21,1,776
21,2,776
21,3,776
21,4,776
21,5,776
21,6,776
21,7,744
21,8,743
21,9,712
21,10,712
21,11,712
21,12,744
21,13,423
21,14,423
21,15,427
21,16,427
21,17,425
21,18,464
21,19,497
21,20,529
21,21,745
21,22,712
21,23,712
21,24,745
21,25,552
21,26,745
21,27,557
21,28,621
21,29,594
21,30,464
21,31,562
21,32,626
21,33,533
21,34,533
21,35,597
21,36,496
21,37,497
21,38,497
21,39,496
21,40,497
22,1,849
22,2,942
22,3,974
22,4,848
22,5,817
22,6,880
22,7,723
22,8,1004
22,9,942
22,10,848
22,11,908
22,12,1006
22,13,911
22,14,973
22,15,1007
22,16,972
22,17,848
22,18,723
22,19,787
22,20,849
22,21,849
22,22,942
22,23,1004
22,24,1002
22,25,1003
22,26,908
22,27,818
22,28,682
22,29,682
22,30,682
22,31,717
22,32,717
22,33,684
22,34,684
22,35,682
22,36,682
22,37,684
22,38,682
22,39,682
22,40,682
23,1,810
23,2,777
23,3,552
23,4,744
23,5,776
23,6,744
23,7,712
23,8,809
23,9,743
23,10,427
23,11,422
23,12,460
23,13,491
23,14,491
23,15,523
23,16,556
23,17,556
23,18,522
23,19,394
23,20,367
23,21,810
23,22,650
23,23,745
23,24,776
23,25,775
23,26,649
23,27,649
23,28,649
23,29,584
23,30,424
23,31,493
23,32,527
23,33,528
23,34,530
23,35,535
23,36,535
23,37,504
23,38,473
23,39,283
23,40,218
24,1,5
24,2,36
24,3,161
24,4,131
24,5,417
24,6,449
24,7,450
24,8,390
24,9,424
24,10,102
24,11,102
24,12,167
24,13,452
24,14,354
24,15,323
24,16,355
24,17,290
24,18,290
24,19,195
24,20,423
24,21,36
24,22,99
24,23,195
24,24,166
24,25,167
24,26,199
24,27,69
24,28,99
24,29,3
24,30,259
24,31,390
24,32,391
24,33,227
24,34,226
24,35,161
24,36,195
24,37,354
24,38,227
24,39,354
24,40,449
25,1,343
25,2,74
25,3,42
25,4,41
25,5,9
25,6,9
25,7,109
25,8,140
25,9,76
25,10,142
25,11,72
25,12,72
25,13,71
25,14,8
25,15,71
25,16,8
25,17,69
25,18,168
25,19,139
25,20,161
25,21,343
25,22,247
25,23,335
25,24,362
25,25,361
25,26,335
25,27,367
25,28,395
25,29,331
25,30,268
25,31,236
25,32,71
25,33,7
25,34,167
25,35,2
25,36,135
25,37,108
25,38,143
25,39,107
25,40,172
26,1,640
26,2,670
26,3,636
26,4,541
26,5,410
26,6,509
26,7,574
26,8,479
26,9,475
26,10,477
26,11,575
26,12,468
26,13,430
26,14,398
26,15,333
26,16,301
26,17,467
26,18,467
26,19,430
26,20,409
26,21,607
26,22,474
26,23,444
26,24,506
26,25,506
26,26,506
26,27,473
26,28,499
26,29,469
26,30,404
26,31,345
26,32,640
26,33,478
26,34,539
26,35,409
26,36,312
26,37,117
26,38,215
26,39,311
26,40,343
27,1,117
27,2,182
27,3,312
27,4,375
27,5,342
27,6,236
27,7,271
27,8,303
27,9,240
27,10,365
27,11,470
27,12,469
27,13,503
27,14,342
27,15,406
27,16,370
27,17,276
27,18,439
27,19,273
27,20,304
27,21,85
27,22,117
27,23,85
27,24,117
27,25,375
27,26,437
27,27,374
27,28,203
27,29,467
27,30,337
27,31,309
27,32,501
27,33,534
27,34,558
27,35,558
27,36,558
27,37,402
27,38,402
27,39,532
27,40,533
28,1,709
28,2,743
28,3,713
28,4,678
28,5,612
28,6,612
28,7,644
28,8,612
28,9,580
28,10,548
28,11,486
28,12,423
28,13,394
28,14,365
28,15,275
28,16,235
28,17,300
28,18,300
28,19,398
28,20,430
28,21,739
28,22,577
28,23,642
28,24,707
28,25,513
28,26,808
28,27,806
28,28,808
28,29,808
28,30,808
28,31,808
28,32,870
28,33,936
28,34,778
28,35,488
28,36,713
28,37,810
28,38,528
28,39,562
28,40,343
29,1,315
29,2,409
29,3,379
29,4,347
29,5,378
29,6,441
29,7,476
29,8,469
29,9,558
29,10,558
29,11,438
29,12,662
29,13,535
29,14,504
29,15,408
29,16,602
29,17,602
29,18,538
29,19,763
29,20,439
29,21,441
29,22,410
29,23,538
29,24,891
29,25,920
29,26,1016
29,27,952
29,28,856
29,29,825
29,30,853
29,31,789
29,32,756
29,33,786
29,34,596
29,35,596
29,36,406
29,37,216
29,38,216
29,39,216
29,40,345
30,1,725
30,2,533
30,3,848
30,4,911
30,5,1004
30,6,1002
30,7,1003
30,8,1002
30,9,879
30,10,908
30,11,1007
30,12,756
30,13,756
30,14,879
30,15,438
30,16,634
30,17,597
30,18,599
30,19,599
30,20,506
30,21,566
30,22,693
30,23,723
30,24,1003
30,25,628
30,26,848
30,27,754
30,28,813
30,29,812
30,30,841
30,31,750
30,32,812
30,33,692
30,34,755
30,35,630
30,36,598
30,37,595
30,38,565
30,39,533
30,40,533
31,1,299
31,2,298
31,3,331
31,4,141
31,5,268
31,6,331
31,7,268
31,8,268
31,9,268
31,10,171
31,11,76
31,12,12
31,13,171
31,14,12
31,15,13
31,16,12
31,17,141
31,18,206
31,19,237
31,20,338
31,21,268
31,22,204
31,23,268
31,24,331
31,25,298
31,26,267
31,27,268
31,28,172
31,29,173
31,30,174
31,31,207
31,32,174
31,33,206
31,34,207
31,35,173
31,36,237
31,37,138
31,38,174
31,39,331
31,40,266
32,1,205
32,2,205
32,3,205
