user_id,time_id,reg_id
1,1,918
1,2,918
1,3,854
1,4,821
1,5,820
1,6,788
1,7,788
1,8,788
1,9,854
1,10,763
1,11,827
1,12,857
1,13,892
1,14,984
1,15,888
1,16,984
1,17,763
1,18,763
1,19,830
1,20,830
1,21,918
1,22,854
1,23,918
1,24,821
1,25,692
1,26,942
1,27,911
1,28,848
1,29,974
1,30,786
1,31,1003
1,32,756
1,33,879
1,34,942
1,35,849
1,36,974
1,37,910
1,38,817
1,39,942
1,40,1006
2,1,50
2,2,79
2,3,82
2,4,142
2,5,108
2,6,142
2,7,113
2,8,18
2,9,108
2,10,174
2,11,142
2,12,143
2,13,142
2,14,74
2,15,75
2,16,76
2,17,144
2,18,143
2,19,145
2,20,79
2,21,18
2,22,113
2,23,145
2,24,50
2,25,80
2,26,111
2,27,173
2,28,176
2,29,74
2,30,74
2,31,74
2,32,173
2,33,145
2,34,50
2,35,48
2,36,142
2,37,81
2,38,145
2,39,113
2,40,50
3,1,1003
3,2,971
3,3,910
3,4,911
3,5,1004
3,6,1003
3,7,693
3,8,756
3,9,911
3,10,1007
3,11,941
3,12,1003
3,13,1002
3,14,941
3,15,908
3,16,681
3,17,649
3,18,713
3,19,840
3,20,773
3,21,908
3,22,1006
3,23,941
3,24,1000
3,25,904
3,26,840
3,27,841
3,28,813
3,29,812
3,30,626
3,31,688
3,32,626
3,33,535
3,34,535
3,35,469
3,36,370
3,37,370
3,38,434
3,39,434
3,40,498
4,1,108
4,2,76
4,3,109
4,4,145
4,5,146
4,6,177
4,7,176
4,8,176
4,9,146
4,10,335
4,11,365
4,12,361
4,13,396
4,14,206
4,15,144
4,16,16
4,17,111
4,18,206
4,19,207
4,20,206
4,21,108
4,22,12
4,23,75
4,24,109
4,25,113
4,26,82
4,27,18
4,28,115
4,29,81
4,30,182
4,31,20
4,32,116
4,33,212
4,34,146
4,35,150
4,36,117
4,37,248
4,38,248
4,39,84
4,40,378
5,1,289
5,2,422
5,3,453
5,4,584
5,5,323
5,6,432
5,7,429
5,8,402
5,9,467
5,10,363
5,11,363
5,12,362
5,13,263
5,14,649
5,15,423
5,16,484
5,17,484
5,18,394
5,19,298
5,20,299
5,21,423
5,22,472
5,23,467
5,24,434
5,25,425
5,26,429
5,27,781
5,28,874
5,29,841
5,30,935
5,31,597
5,32,966
5,33,997
5,34,628
5,35,439
5,36,407
5,37,271
5,38,305
5,39,268
5,40,363
6,1,170
6,2,102
6,3,135
6,4,165
6,5,164
6,6,162
6,7,193
6,8,131
6,9,198
6,10,167
6,11,165
6,12,200
6,13,163
6,14,165
6,15,164
6,16,142
6,17,115
6,18,82
6,19,115
6,20,148
6,21,170
6,22,139
6,23,49
6,24,111
6,25,12
6,26,76
6,27,207
6,28,138
6,29,138
6,30,110
6,31,202
6,32,167
6,33,165
6,34,164
6,35,165
6,36,166
6,37,358
6,38,431
6,39,502
6,40,472
7,1,36
7,2,67
7,3,131
7,4,357
7,5,291
7,6,139
7,7,107
7,8,176
7,9,146
7,10,78
7,11,71
7,12,73
7,13,109
7,14,107
7,15,203
7,16,179
7,17,275
7,18,244
7,19,211
7,20,50
7,21,38
7,22,72
7,23,40
7,24,73
7,25,71
7,26,102
7,27,165
7,28,200
7,29,162
7,30,417
7,31,323
7,32,322
7,33,322
7,34,417
7,35,291
7,36,132
7,37,163
7,38,36
7,39,36
7,40,36
8,1,112
8,2,142
8,3,110
8,4,243
8,5,276
8,6,276
8,7,243
8,8,274
8,9,274
8,10,366
8,11,391
8,12,391
8,13,391
8,14,365
8,15,395
8,16,431
8,17,472
8,18,468
8,19,503
8,20,468
8,21,81
8,22,210
8,23,210
8,24,212
8,25,181
8,26,214
8,27,214
