user_id,time_id,reg_id
1,1,327
1,2,424
1,3,425
1,4,424
1,5,520
1,6,618
1,7,495
1,8,589
1,9,525
1,10,557
1,11,494
1,12,557
1,13,589
1,14,525
1,15,589
1,16,492
1,17,493
1,18,525
1,19,520
1,20,777
1,21,200
1,22,263
1,23,777
1,24,777
1,25,777
1,26,456
1,27,354
1,28,101
1,29,264
1,30,294
1,31,232
1,32,295
1,33,232
1,34,326
1,35,424
1,36,450
1,37,323
1,38,291
1,39,481
1,40,577
2,1,530
2,2,375
2,3,344
2,4,409
2,5,444
2,6,471
2,7,443
2,8,374
2,9,468
2,10,501
2,11,595
2,12,628
2,13,628
2,14,565
2,15,565
2,16,657
2,17,593
2,18,625
2,19,532
2,20,470
2,21,530
2,22,402
2,23,466
2,24,402
2,25,375
2,26,343
2,27,276
2,28,304
2,29,238
2,30,198
2,31,375
2,32,345
2,33,467
2,34,503
2,35,466
2,36,407
2,37,374
2,38,440
2,39,343
2,40,375
3,1,36
3,2,73
3,3,162
3,4,133
3,5,133
3,6,166
3,7,135
3,8,167
3,9,71
3,10,3
3,11,37
3,12,2
3,13,36
3,14,2
3,15,2
3,16,37
3,17,36
3,18,36
3,19,36
3,20,36
3,21,36
3,22,129
3,23,68
3,24,99
3,25,70
3,26,35
3,27,35
3,28,35
3,29,131
3,30,135
3,31,134
3,32,198
3,33,207
3,34,12
3,35,12
3,36,47
3,37,79
3,38,111
3,39,298
3,40,394
4,1,675
4,2,578
4,3,578
4,4,642
4,5,769
4,6,677
4,7,707
4,8,577
4,9,580
4,10,613
4,11,611
4,12,609
4,13,646
4,14,612
4,15,612
4,16,611
4,17,610
4,18,769
4,19,706
4,20,677
4,21,394
4,22,394
4,23,299
4,24,233
4,25,363
4,26,395
4,27,396
4,28,363
4,29,362
4,30,172
4,31,304
4,32,336
4,33,365
4,34,493
4,35,460
4,36,428
4,37,364
4,38,276
4,39,276
4,40,342
5,1,504
5,2,598
5,3,756
5,4,598
5,5,598
5,6,503
5,7,503
5,8,503
5,9,503
5,10,503
5,11,596
5,12,564
5,13,533
5,14,600
5,15,600
5,16,504
5,17,626
5,18,597
5,19,599
5,20,338
5,21,598
5,22,568
5,23,469
5,24,528
5,25,592
5,26,528
5,27,532
5,28,501
5,29,558
5,30,558
5,31,530
5,32,532
5,33,633
5,34,724
5,35,596
5,36,596
5,37,662
5,38,723
5,39,786
5,40,787
6,1,201
6,2,170
6,3,231
6,4,134
6,5,330
6,6,102
6,7,3
6,8,167
6,9,200
6,10,422
6,11,488
6,12,458
6,13,458
6,14,489
6,15,490
6,16,490
6,17,490
6,18,522
6,19,521
6,20,492
6,21,232
6,22,170
6,23,37
6,24,37
6,25,326
6,26,326
6,27,294
6,28,232
6,29,135
6,30,134
6,31,200
6,32,454
6,33,484
6,34,518
6,35,423
6,36,810
6,37,810
6,38,681
6,39,681
6,40,810
7,1,555
7,2,618
7,3,649
7,4,745
7,5,808
7,6,423
7,7,584
7,8,840
7,9,1000
7,10,808
7,11,552
7,12,777
7,13,842
7,14,837
7,15,740
7,16,808
7,17,776
7,18,713
7,19,841
7,20,552
7,21,541
7,22,539
7,23,574
7,24,541
7,25,541
7,26,539
7,27,404
7,28,437
7,29,436
7,30,437
7,31,405
7,32,436
7,33,436
7,34,436
7,35,405
7,36,406
7,37,310
7,38,310
7,39,310
7,40,404
8,1,793
8,2,794
8,3,794
8,4,793
8,5,920
8,6,794
8,7,827
8,8,856
8,9,892
8,10,920
8,11,825
8,12,762
8,13,763
8,14,825
8,15,825
8,16,570
8,17,896
8,18,765
8,19,667
8,20,570
8,21,794
8,22,729
8,23,763
8,24,827
8,25,984
8,26,952
8,27,538
8,28,538
8,29,570
8,30,506
8,31,506
8,32,473
8,33,538
8,34,538
8,35,538
8,36,474
8,37,478
8,38,505
8,39,533
8,40,533
9,1,271
9,2,276
9,3,137
9,4,5
9,5,69
9,6,104
9,7,136
9,8,70
9,9,161
9,10,161
9,11,70
9,12,173
9,13,165
9,14,161
9,15,161
9,16,165
9,17,161
9,18,131
9,19,2
9,20,236
9,21,306
9,22,309
9,23,203
9,24,137
9,25,137
9,26,137
9,27,36
9,28,137
9,29,202
9,30,104
9,31,169
9,32,37
9,33,69
9,34,69
9,35,36
9,36,3
9,37,3
9,38,36
9,39,305
9,40,307
10,1,345
10,2,315
10,3,378
10,4,441
10,5,409
10,6,247
10,7,29
10,8,64
10,9,125
10,10,157
10,11,219
10,12,185
10,13,63
10,14,125
10,15,125
10,16,125
10,17,182
10,18,249
10,19,188
10,20,249
10,21,281
10,22,479
10,23,281
10,24,315
10,25,251
10,26,189
10,27,218
10,28,218
10,29,189
10,30,224
10,31,287
10,32,316
10,33,224
10,34,255
10,35,316
10,36,475
10,37,640
10,38,509
10,39,443
10,40,285
11,1,438
11,2,719
11,3,841
11,4,469
