user_id,time_id,reg_id
1,1,392
1,2,396
1,3,366
1,4,364
1,5,367
1,6,369
1,7,366
1,8,336
1,9,338
1,10,334
1,11,274
1,12,306
1,13,271
1,14,303
1,15,334
1,16,273
1,17,236
1,18,242
1,19,209
1,20,213
1,21,619
1,22,650
1,23,650
1,24,586
1,25,618
1,26,555
1,27,555
1,28,555
1,29,555
1,30,555
1,31,557
1,32,619
1,33,678
1,34,614
1,35,613
1,36,614
1,37,581
1,38,646
1,39,612
1,40,611
2,1,212
2,2,342
2,3,310
2,4,409
2,5,604
2,6,606
2,7,540
2,8,444
2,9,443
2,10,474
2,11,411
2,12,478
2,13,509
2,14,469
2,15,310
2,16,374
2,17,533
2,18,343
2,19,343
2,20,375
2,21,212
2,22,113
2,23,143
2,24,177
2,25,179
2,26,276
2,27,376
2,28,478
2,29,505
2,30,376
2,31,408
2,32,410
2,33,474
2,34,471
2,35,468
2,36,432
2,37,475
2,38,473
2,39,344
2,40,375
3,1,354
3,2,356
3,3,195
3,4,259
3,5,420
3,6,389
3,7,417
3,8,323
3,9,323
3,10,322
3,11,389
3,12,322
3,13,227
3,14,227
3,15,259
3,16,356
3,17,323
3,18,5
3,19,130
3,20,129
3,21,353
3,22,354
3,23,422
3,24,451
3,25,451
3,26,738
3,27,769
3,28,676
3,29,679
3,30,677
3,31,620
3,32,555
3,33,618
3,34,621
3,35,428
3,36,425
3,37,323
3,38,323
3,39,354
3,40,354
4,1,101
4,2,69
4,3,68
4,4,163
4,5,195
4,6,391
4,7,394
4,8,246
4,9,246
4,10,183
4,11,209
4,12,82
4,13,243
4,14,242
4,15,246
4,16,246
4,17,182
4,18,183
4,19,281
4,20,149
4,21,101
4,22,99
4,23,449
4,24,417
4,25,259
4,26,195
4,27,259
4,28,423
4,29,390
4,30,365
4,31,394
4,32,431
4,33,406
4,34,468
4,35,394
4,36,323
4,37,417
4,38,385
4,39,3
4,40,102
5,1,362
5,2,494
5,3,528
5,4,494
5,5,528
5,6,558
5,7,589
5,8,653
5,9,620
5,10,622
5,11,493
5,12,460
5,13,460
5,14,493
5,15,428
5,16,407
5,17,477
5,18,542
5,19,539
5,20,539
5,21,362
5,22,336
5,23,395
5,24,396
5,25,390
5,26,422
5,27,616
5,28,577
5,29,481
5,30,610
5,31,610
5,32,481
5,33,451
5,34,359
5,35,488
5,36,745
5,37,745
5,38,681
5,39,745
5,40,616
6,1,66
6,2,65
6,3,65
6,4,2
6,5,3
6,6,33
6,7,37
6,8,270
6,9,237
6,10,140
6,11,72
6,12,70
6,13,74
6,14,42
6,15,41
6,16,108
6,17,170
6,18,375
6,19,406
6,20,314
6,21,34
6,22,304
6,23,467
6,24,466
6,25,408
6,26,408
6,27,304
6,28,343
6,29,247
6,30,280
6,31,346
6,32,346
6,33,344
6,34,344
6,35,311
6,36,247
6,37,247
6,38,278
6,39,408
6,40,344
7,1,209
7,2,242
7,3,143
7,4,180
7,5,180
7,6,86
7,7,55
7,8,151
7,9,153
7,10,122
7,11,93
7,12,60
7,13,153
7,14,246
7,15,278
7,16,246
7,17,246
7,18,215
7,19,203
7,20,168
7,21,211
7,22,143
7,23,48
7,24,16
7,25,107
7,26,138
7,27,394
7,28,338
7,29,395
7,30,366
7,31,497
7,32,338
7,33,102
7,34,107
7,35,174
7,36,142
7,37,50
7,38,142
7,39,80
7,40,75
8,1,818
8,2,684
8,3,683
8,4,854
8,5,950
8,6,983
8,7,918
8,8,851
8,9,946
8,10,851
8,11,882
8,12,891
8,13,856
8,14,853
8,15,852
8,16,852
8,17,854
8,18,851
8,19,851
8,20,682
8,21,818
8,22,718
8,23,822
8,24,854
8,25,853
8,26,889
8,27,891
8,28,951
8,29,1012
8,30,921
8,31,955
8,32,856
8,33,600
8,34,542
8,35,478
8,36,538
8,37,538
8,38,574
8,39,604
8,40,443
9,1,563
9,2,530
9,3,499
9,4,505
9,5,440
9,6,466
9,7,427
9,8,497
9,9,530
9,10,431
9,11,469
9,12,537
9,13,537
9,14,469
9,15,407
9,16,434
9,17,471
9,18,468
9,19,594
9,20,562
