user_id,time_id,reg_id
1,1,236
1,2,299
1,3,363
1,4,330
1,5,330
1,6,649
1,7,617
1,8,745
1,9,552
1,10,424
1,11,309
1,12,466
1,13,468
1,14,466
1,15,429
1,16,370
1,17,146
1,18,115
1,19,48
1,20,108
1,21,104
1,22,137
1,23,36
1,24,2
1,25,2
1,26,202
1,27,2
1,28,5
1,29,70
1,30,72
1,31,110
1,32,144
1,33,82
1,34,179
1,35,177
1,36,177
1,37,74
1,38,74
1,39,103
1,40,36
2,1,241
2,2,305
2,3,277
2,4,406
2,5,375
2,6,343
2,7,505
2,8,344
2,9,409
2,10,441
2,11,343
2,12,437
2,13,271
2,14,242
2,15,305
2,16,306
2,17,365
2,18,270
2,19,203
2,20,169
2,21,303
2,22,274
2,23,243
2,24,115
2,25,114
2,26,115
2,27,50
2,28,111
2,29,82
2,30,146
2,31,114
2,32,178
2,33,114
2,34,179
2,35,82
2,36,51
2,37,114
2,38,81
2,39,147
2,40,179
3,1,223
3,2,288
3,3,320
3,4,345
3,5,254
3,6,185
3,7,281
3,8,281
3,9,248
3,10,315
3,11,216
3,12,281
3,13,379
3,14,346
3,15,215
3,16,284
3,17,255
3,18,254
3,19,248
3,20,284
3,21,254
3,22,378
3,23,218
3,24,219
3,25,188
3,26,157
3,27,123
3,28,188
3,29,381
3,30,315
3,31,315
3,32,254
3,33,316
3,34,345
3,35,285
3,36,251
3,37,313
3,38,313
3,39,313
3,40,248
4,1,596
4,2,630
4,3,598
4,4,632
4,5,568
4,6,409
4,7,480
4,8,479
4,9,479
4,10,410
4,11,410
4,12,476
4,13,638
4,14,476
4,15,479
4,16,511
4,17,410
4,18,411
4,19,477
4,20,475
4,21,596
4,22,561
4,23,595
4,24,532
4,25,406
4,26,501
4,27,595
4,28,628
4,29,598
4,30,626
4,31,812
4,32,905
4,33,781
4,34,597
4,35,569
4,36,570
4,37,600
4,38,474
4,39,409
4,40,602
5,1,356
5,2,356
5,3,290
5,4,290
5,5,290
5,6,257
5,7,354
5,8,356
5,9,227
5,10,356
5,11,163
5,12,168
5,13,161
5,14,165
5,15,161
5,16,163
5,17,163
5,18,271
5,19,305
5,20,271
5,21,290
5,22,290
5,23,356
5,24,355
5,25,291
5,26,417
5,27,417
5,28,290
5,29,423
5,30,455
5,31,518
5,32,519
5,33,519
5,34,518
5,35,550
5,36,517
5,37,450
5,38,486
5,39,484
5,40,487
6,1,391
6,2,391
6,3,295
6,4,200
6,5,167
6,6,295
6,7,295
6,8,394
6,9,396
6,10,423
6,11,458
6,12,433
6,13,472
6,14,541
6,15,410
6,16,443
6,17,444
6,18,602
6,19,538
6,20,634
6,21,357
6,22,389
6,23,264
6,24,391
6,25,327
6,26,199
6,27,263
6,28,167
6,29,162
6,30,162
6,31,166
6,32,70
6,33,70
6,34,135
6,35,199
6,36,264
6,37,70
6,38,135
6,39,359
6,40,296
7,1,598
7,2,598
7,3,537
7,4,431
7,5,431
7,6,468
7,7,472
7,8,505
7,9,506
7,10,538
7,11,430
7,12,424
7,13,323
7,14,487
7,15,486
7,16,70
7,17,359
7,18,102
7,19,102
7,20,423
7,21,598
7,22,596
7,23,759
7,24,727
7,25,662
7,26,595
7,27,505
7,28,597
7,29,566
7,30,787
7,31,724
7,32,759
7,33,854
7,34,821
7,35,598
7,36,535
7,37,537
7,38,537
7,39,537
7,40,471
8,1,505
8,2,473
8,3,473
8,4,338
8,5,367
8,6,362
8,7,366
8,8,264
8,9,135
8,10,102
8,11,102
8,12,232
8,13,233
8,14,232
8,15,200
8,16,201
8,17,233
8,18,297
8,19,232
8,20,134
8,21,331
8,22,298
8,23,298
8,24,267
8,25,169
8,26,169
8,27,299
8,28,237
8,29,203
8,30,205
8,31,141
8,32,173
8,33,108
8,34,205
8,35,336
8,36,243
8,37,209
8,38,82
8,39,277
8,40,367
9,1,786
9,2,723
9,3,818
9,4,786
9,5,908
9,6,1007
9,7,1002
9,8,693
9,9,879
9,10,755
9,11,910
9,12,1001
9,13,1001
9,14,972
9,15,1007
9,16,875
9,17,875
9,18,875
9,19,683
9,20,777
9,21,693
9,22,630
9,23,566
9,24,662
9,25,662
9,26,661
9,27,693
9,28,725
9,29,756
9,30,911
9,31,817
9,32,817
9,33,941
9,34,911
9,35,1007
9,36,910
9,37,908
9,38,942
9,39,972
9,40,910
10,1,660
10,2,849
10,3,723
10,4,660
10,5,911
10,6,787
10,7,661
10,8,533
10,9,533
10,10,310
10,11,499
10,12,470
10,13,439
10,14,408
10,15,477
10,16,474
10,17,640
10,18,476
10,19,409
10,20,344
10,21,533
10,22,504
10,23,535
10,24,535
10,25,535
10,26,503
10,27,503
10,28,472
10,29,438
10,30,501
10,31,532
10,32,532
10,33,532
10,34,532
10,35,532
10,36,532
10,37,532
10,38,532
10,39,532
10,40,532
11,1,566
11,2,535
11,3,535
11,4,536
11,5,535
11,6,505
11,7,505
11,8,598
11,9,566
11,10,662
