user_id,time_id,reg_id
1,1,402
1,2,307
1,3,344
1,4,279
1,5,279
1,6,279
1,7,246
1,8,279
1,9,378
1,10,475
1,11,607
1,12,376
1,13,408
1,14,404
1,15,315
1,16,255
1,17,346
1,18,601
1,19,896
1,20,570
1,21,375
1,22,342
1,23,406
1,24,203
1,25,299
1,26,201
1,27,330
1,28,265
1,29,391
1,30,337
1,31,367
1,32,336
1,33,395
1,34,530
1,35,499
1,36,408
1,37,567
1,38,843
1,39,683
1,40,232
2,1,537
2,2,537
2,3,601
2,4,601
2,5,538
2,6,480
2,7,480
2,8,575
2,9,479
2,10,443
2,11,478
2,12,480
2,13,410
2,14,443
2,15,346
2,16,443
2,17,672
2,18,474
2,19,637
2,20,636
2,21,537
2,22,537
2,23,409
2,24,628
2,25,692
2,26,693
2,27,848
2,28,818
2,29,973
2,30,1007
2,31,911
2,32,849
2,33,1007
2,34,974
2,35,440
2,36,472
2,37,632
2,38,596
2,39,687
2,40,627
3,1,29
3,2,123
3,3,90
3,4,90
3,5,29
3,6,25
3,7,26
3,8,28
3,9,154
3,10,58
3,11,26
3,12,58
3,13,26
3,14,58
3,15,26
3,16,91
3,17,29
3,18,29
3,19,29
3,20,29
3,21,29
3,22,29
3,23,60
3,24,150
3,25,150
3,26,149
3,27,117
3,28,52
3,29,182
3,30,183
3,31,183
3,32,184
3,33,151
3,34,122
3,35,29
3,36,154
3,37,154
3,38,122
3,39,29
3,40,29
4,1,596
4,2,532
4,3,499
4,4,558
4,5,532
4,6,499
4,7,529
4,8,563
4,9,504
4,10,594
4,11,628
4,12,880
4,13,818
4,14,886
4,15,882
4,16,682
4,17,616
4,18,809
4,19,420
4,20,545
4,21,535
4,22,533
4,23,535
4,24,755
4,25,787
4,26,755
4,27,848
4,28,974
4,29,911
4,30,630
4,31,535
4,32,628
4,33,691
4,34,724
4,35,660
4,36,974
4,37,692
4,38,692
4,39,785
4,40,718
5,1,104
5,2,270
5,3,307
5,4,366
5,5,276
5,6,341
5,7,376
5,8,426
5,9,427
5,10,400
5,11,472
5,12,471
5,13,503
5,14,432
5,15,595
5,16,689
5,17,688
5,18,688
5,19,843
5,20,687
5,21,102
5,22,199
5,23,201
