user_id,time_id,reg_id
1,1,394
1,2,298
1,3,172
1,4,142
1,5,142
1,6,138
1,7,205
1,8,267
1,9,204
1,10,108
1,11,108
1,12,167
1,13,3
1,14,276
1,15,215
1,16,149
1,17,182
1,18,20
1,19,444
1,20,542
1,21,394
1,22,363
1,23,395
1,24,428
1,25,469
1,26,628
1,27,310
1,28,471
1,29,688
1,30,657
1,31,750
1,32,842
1,33,905
1,34,750
1,35,657
1,36,562
1,37,592
1,38,623
1,39,589
1,40,528
2,1,430
2,2,337
2,3,396
2,4,461
2,5,525
2,6,653
2,7,589
2,8,589
2,9,492
2,10,492
2,11,589
2,12,525
2,13,460
2,14,427
2,15,424
2,16,423
2,17,423
2,18,454
2,19,423
2,20,427
2,21,398
2,22,366
2,23,394
2,24,357
2,25,389
2,26,424
2,27,454
2,28,454
2,29,431
2,30,427
2,31,396
2,32,394
2,33,431
2,34,452
2,35,391
2,36,422
2,37,809
2,38,422
2,39,422
2,40,389
3,1,250
3,2,285
3,3,286
3,4,318
3,5,413
3,6,381
3,7,284
3,8,316
3,9,473
3,10,474
3,11,378
3,12,377
3,13,286
3,14,316
3,15,409
3,16,542
3,17,542
3,18,473
3,19,313
3,20,313
3,21,249
3,22,282
3,23,281
3,24,318
3,25,286
3,26,378
3,27,506
3,28,280
3,29,473
3,30,442
3,31,441
3,32,441
3,33,281
3,34,378
3,35,150
3,36,118
3,37,118
3,38,152
3,39,152
3,40,54
4,1,343
4,2,439
4,3,536
4,4,536
4,5,441
4,6,275
4,7,306
4,8,203
4,9,343
4,10,374
4,11,375
4,12,439
4,13,408
4,14,505
4,15,564
4,16,657
4,17,564
4,18,376
4,19,441
4,20,505
4,21,501
4,22,564
4,23,599
4,24,597
4,25,505
4,26,505
4,27,567
4,28,567
4,29,505
4,30,376
4,31,344
4,32,375
4,33,362
4,34,505
4,35,596
4,36,501
4,37,536
4,38,343
4,39,343
4,40,343
5,1,279
5,2,280
5,3,153
5,4,185
5,5,380
5,6,640
5,7,470
5,8,474
5,9,474
5,10,306
5,11,271
5,12,304
5,13,267
5,14,233
5,15,202
5,16,361
5,17,335
5,18,276
5,19,243
5,20,531
5,21,279
5,22,215
5,23,150
5,24,86
5,25,86
5,26,22
5,27,247
5,28,91
5,29,94
5,30,64
5,31,94
5,32,94
5,33,122
5,34,60
5,35,60
5,36,63
5,37,122
5,38,92
5,39,93
5,40,153
6,1,275
6,2,237
6,3,305
6,4,342
6,5,505
6,6,202
6,7,99
6,8,99
6,9,5
6,10,1
6,11,2
6,12,2
6,13,106
6,14,8
6,15,271
6,16,305
6,17,202
6,18,374
6,19,244
6,20,337
6,21,407
6,22,501
6,23,246
6,24,245
6,25,245
6,26,246
6,27,275
6,28,505
6,29,596
6,30,533
6,31,562
6,32,520
6,33,167
6,34,69
6,35,37
6,36,236
6,37,305
6,38,407
6,39,407
6,40,407
7,1,289
7,2,391
7,3,584
7,4,622
7,5,623
7,6,499
7,7,435
7,8,436
7,9,532
7,10,565
7,11,311
7,12,345
7,13,313
7,14,286
7,15,280
7,16,316
7,17,345
7,18,217
7,19,188
7,20,218
7,21,355
7,22,322
7,23,393
7,24,362
7,25,297
7,26,299
7,27,331
7,28,169
7,29,137
7,30,72
7,31,74
7,32,140
7,33,207
7,34,141
7,35,173
7,36,169
7,37,134
7,38,167
7,39,69
7,40,38
8,1,243
8,2,276
8,3,336
8,4,336
8,5,276
8,6,305
8,7,277
8,8,142
8,9,173
8,10,108
8,11,106
8,12,106
8,13,137
8,14,275
8,15,306
8,16,336
8,17,344
8,18,275
8,19,305
8,20,170
8,21,181
8,22,20
8,23,376
8,24,411
8,25,343
8,26,376
8,27,444
8,28,448
8,29,475
8,30,409
8,31,474
8,32,479
8,33,479
8,34,474
8,35,441
8,36,476
8,37,306
8,38,236
8,39,342
8,40,476
9,1,567
9,2,568
9,3,756
9,4,598
9,5,278
9,6,343
9,7,344
9,8,345
9,9,313
9,10,247
9,11,91
9,12,122
9,13,188
9,14,218
9,15,218
9,16,188
9,17,152
9,18,52
9,19,248
9,20,246
9,21,278
9,22,406
9,23,278
9,24,278
9,25,20
9,26,152
9,27,218
9,28,283
9,29,218
9,30,218
9,31,123
9,32,122
9,33,151
9,34,152
9,35,152
9,36,150
9,37,182
9,38,154
9,39,154
9,40,183
10,1,182
10,2,346
10,3,379
10,4,380
10,5,313
10,6,182
10,7,149
10,8,84
10,9,182
10,10,378
10,11,315
10,12,441
10,13,313
10,14,346
10,15,346
10,16,380
10,17,380
10,18,380
10,19,381
10,20,381
10,21,409
10,22,409
10,23,409
10,24,505
10,25,344
10,26,441
10,27,344
10,28,376
10,29,505
10,30,505
10,31,441
10,32,409
10,33,149
10,34,182
10,35,409
10,36,505
10,37,344
10,38,344
10,39,345
10,40,406
11,1,99
11,2,167
11,3,390
11,4,289
11,5,335
11,6,390
11,7,389
11,8,426
11,9,529
11,10,532
11,11,499
11,12,469
11,13,391
11,14,290
11,15,357
11,16,289
11,17,426
11,18,456
11,19,423
11,20,455
11,21,99
11,22,227
11,23,227
11,24,68
11,25,2
11,26,163
11,27,2
11,28,100
11,29,199
11,30,165
11,31,259
11,32,131
11,33,163
11,34,291
11,35,335
11,36,336
11,37,306
11,38,312
11,39,343
11,40,278
12,1,289
12,2,428
12,3,375
12,4,463
12,5,431
12,6,433
12,7,433
12,8,499
12,9,438
12,10,817
12,11,723
12,12,723
12,13,660
12,14,790
12,15,848
12,16,908
12,17,911
12,18,756
12,19,756
12,20,497
12,21,356
12,22,389
12,23,421
12,24,421
12,25,421
12,26,422
12,27,389
12,28,421
12,29,454
12,30,358
12,31,388
12,32,422
12,33,809
12,34,941
12,35,905
12,36,968
12,37,903
12,38,841
12,39,421
12,40,481
13,1,544
13,2,640
13,3,575
13,4,640
13,5,638
13,6,540
13,7,602
13,8,765
13,9,991
13,10,798
13,11,960
13,12,928
13,13,477
13,14,638
13,15,671
13,16,575
13,17,443
13,18,410
13,19,276
13,20,275
13,21,608
13,22,605
13,23,541
13,24,606
13,25,477
13,26,473
13,27,281
13,28,376
13,29,410
13,30,376
13,31,473
13,32,313
13,33,376
13,34,374
13,35,375
13,36,428
13,37,460
